time,type,result,userid,username,database,client_conninfo,object_name,detail_info
2023-07-05 02:09:32+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,*RESULT*,"SELECT current_schema(),session_user"
2023-07-05 02:09:32+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,pg_namespace,"SELECT n.oid,n.*,d.description FROM pg_catalog.pg_namespace n
LEFT OUTER JOIN pg_catalog.pg_description d ON d.objoid=n.oid AND d.objsubid=0 AND d.classoid='pg_namespace'::regclass
 ORDER BY nspname"
2023-07-05 02:09:32+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,pg_type,"SELECT n.nspname = ANY(current_schemas(true)), n.nspname, t.typname FROM pg_catalog.pg_type t JOIN pg_catalog.pg_namespace n ON t.typnamespace = n.oid WHERE t.oid = 1034"
2023-07-05 02:09:32+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,pg_type,"SELECT typinput='array_in'::regproc as is_array, typtype, typname, pg_type.oid   FROM pg_catalog.pg_type   LEFT JOIN (select ns.oid as nspoid, ns.nspname, r.r           from pg_namespace as ns           join ( select s.r, (current_schemas(false))[s.r] as nspname                    from generate_series(1, array_upper(current_schemas(false), 1)) as s(r) ) as r          using ( nspname )        ) as sp     ON sp.nspoid = typnamespace  WHERE pg_type.oid = 1034  ORDER BY sp.r, pg_type.oid DESC"
2023-07-05 02:09:32+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,pg_database,"SELECT db.oid,db.* FROM pg_catalog.pg_database db WHERE datname='db_school'"
2023-07-05 02:09:32+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,pg_settings,select * from pg_catalog.pg_settings where name='standard_conforming_strings'
2023-07-05 02:09:32+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,pg_get_keywords,"select string_agg(word, ',') from pg_catalog.pg_get_keywords() where word <> ALL ('{a,abs,absolute,action,ada,add,admin,after,all,allocate,alter,always,and,any,are,array,as,asc,asensitive,assertion,assignment,asymmetric,at,atomic,attribute,attributes,authorization,avg,before,begin,bernoulli,between,bigint,binary,blob,boolean,both,breadth,by,c,call,called,cardinality,cascade,cascaded,case,cast,catalog,catalog_name,ceil,ceiling,chain,char,char_length,character,character_length,character_set_catalog,character_set_name,character_set_schema,characteristics,characters,check,checked,class_origin,clob,close,coalesce,cobol,code_units,collate,collation,collation_catalog,collation_name,collation_schema,collect,column,column_name,command_function,command_function_code,commit,committed,condition,condition_number,connect,connection_name,constraint,constraint_catalog,constraint_name,constraint_schema,constraints,constructors,contains,continue,convert,corr,corresponding,count,covar_pop,covar_samp,create,cross,cube,cume_dist,current,current_collation,current_date,current_default_transform_group,current_path,current_role,current_time,current_timestamp,current_transform_group_for_type,current_user,cursor,cursor_name,cycle,data,date,datetime_interval_code,datetime_interval_precision,day,deallocate,dec,decimal,declare,default,defaults,deferrable,deferred,defined,definer,degree,delete,dense_rank,depth,deref,derived,desc,describe,descriptor,deterministic,diagnostics,disconnect,dispatch,distinct,domain,double,drop,dynamic,dynamic_function,dynamic_function_code,each,element,else,end,end-exec,equals,escape,every,except,exception,exclude,excluding,exec,execute,exists,exp,external,extract,false,fetch,filter,final,first,float,floor,following,for,foreign,fortran,found,free,from,full,function,fusion,g,general,get,global,go,goto,grant,granted,group,grouping,having,hierarchy,hold,hour,identity,immediate,implementation,in,including,increment,indicator,initially,inner,inout,input,insensitive,insert,instance,instantiable,int,integer,intersect,intersection,interval,into,invoker,is,isolation,join,k,key,key_member,key_type,language,large,last,lateral,leading,left,length,level,like,ln,local,localtime,localtimestamp,locator,lower,m,map,match,matched,max,maxvalue,member,merge,message_length,message_octet_length,message_text,method,min,minute,minvalue,mod,modifies,module,month,more,multiset,mumps,name,names,national,natural,nchar,nclob,nesting,new,next,no,none,normalize,normalized,not,""null"",nullable,nullif,nulls,number,numeric,object,octet_length,octets,of,old,on,only,open,option,options,or,order,ordering,ordinality,others,out,outer,output,over,overlaps,overlay,overriding,pad,parameter,parameter_mode,parameter_name,parameter_ordinal_position,parameter_specific_catalog,parameter_specific_name,parameter_specific_schema,partial,partition,pascal,path,percent_rank,percentile_cont,percentile_disc,placing,pli,position,power,preceding,precision,prepare,preserve,primary,prior,privileges,procedure,public,range,rank,read,reads,real,recursive,ref,references,referencing,regr_avgx,regr_avgy,regr_count,regr_intercept,regr_r2,regr_slope,regr_sxx,regr_sxy,regr_syy,relative,release,repeatable,restart,result,return,returned_cardinality,returned_length,returned_octet_length,returned_sqlstate,returns,revoke,right,role,rollback,rollup,routine,routine_catalog,routine_name,routine_schema,row,row_count,row_number,rows,savepoint,scale,schema,schema_name,scope_catalog,scope_name,scope_schema,scroll,search,second,section,security,select,self,sensitive,sequence,serializable,server_name,session,session_user,set,sets,similar,simple,size,smallint,some,source,space,specific,specific_name,specifictype,sql,sqlexception,sqlstate,sqlwarning,sqrt,start,state,statement,static,stddev_pop,stddev_samp,structure,style,subclass_origin,submultiset,substring,sum,symmetric,system,system_user,table,table_name,tablesample,temporary,then,ties,time,timestamp,timezone_hour,timezone_minute,to,top_level_count,trailing,transaction,transaction_active,transactions_committed,transactions_rolled_back,transform,transforms,translate,translation,treat,trigger,trigger_catalog,trigger_name,trigger_schema,trim,true,type,uescape,unbounded,uncommitted,under,union,unique,unknown,unnamed,unnest,update,upper,usage,user,user_defined_type_catalog,user_defined_type_code,user_defined_type_name,user_defined_type_schema,using,value,values,var_pop,var_samp,varchar,varying,view,when,whenever,where,width_bucket,window,with,within,without,work,write,year,zone}'::text[])"
2023-07-05 02:09:32+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,*RESULT*,SELECT version()
2023-07-05 02:09:32+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,pg_attribute,"SELECT 1 FROM pg_catalog.pg_attribute s
JOIN pg_catalog.pg_class p ON s.attrelid = p.oid
JOIN pg_catalog.pg_namespace n ON p.relnamespace = n.oid
WHERE p.relname = 'pg_type'
AND n.nspname = 'pg_catalog'
AND s.attname = 'typcategory'"
2023-07-05 02:09:32+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,pg_type,"SELECT t.oid,t.*,c.relkind,format_type(nullif(t.typbasetype, 0), t.typtypmod) as base_type_name, d.description
FROM pg_catalog.pg_type t
LEFT OUTER JOIN pg_catalog.pg_type et ON et.oid=t.typelem 
LEFT OUTER JOIN pg_catalog.pg_class c ON c.oid=t.typrelid
LEFT OUTER JOIN pg_catalog.pg_description d ON t.oid=d.objoid
WHERE t.typname IS NOT NULL
AND (c.relkind IS NULL OR c.relkind = 'c') AND (et.typcategory IS NULL OR et.typcategory <> 'C')"
2023-07-05 02:09:32+08,user_logout,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,db_school,logout db(db_school) success
2023-07-05 02:09:42+08,login_success,ok,24587,pm,db_school,[unknown]@10.0.2.2,db_school,"login db(db_school) success,the current user is:pm"
2023-07-05 02:09:42+08,set_parameter,ok,24587,pm,db_school,[unknown]@10.0.2.2,extra_float_digits,SET extra_float_digits = 3
2023-07-05 02:09:42+08,set_parameter,ok,24587,pm,db_school,PostgreSQL JDBC Driver@10.0.2.2,application_name,SET application_name = 'PostgreSQL JDBC Driver'
2023-07-05 02:09:42+08,set_parameter,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,application_name,SET application_name = 'DBeaver 22.2.2 - Main <db_school>'
2023-07-05 02:09:42+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,*RESULT*,"SELECT current_schema(),session_user"
2023-07-05 02:09:42+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,pg_namespace,"SELECT n.oid,n.*,d.description FROM pg_catalog.pg_namespace n
LEFT OUTER JOIN pg_catalog.pg_description d ON d.objoid=n.oid AND d.objsubid=0 AND d.classoid='pg_namespace'::regclass
 ORDER BY nspname"
2023-07-05 02:09:42+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,pg_type,"SELECT n.nspname = ANY(current_schemas(true)), n.nspname, t.typname FROM pg_catalog.pg_type t JOIN pg_catalog.pg_namespace n ON t.typnamespace = n.oid WHERE t.oid = 1034"
2023-07-05 02:09:42+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Main <db_school>@10.0.2.2,pg_type,"SELECT typinput='array_in'::regproc as is_array, typtype, typname, pg_type.oid   FROM pg_catalog.pg_type   LEFT JOIN (select ns.oid as nspoid, ns.nspname, r.r           from pg_namespace as ns           join ( select s.r, (current_schemas(false))[s.r] as nspname                    from generate_series(1, array_upper(current_schemas(false), 1)) as s(r) ) as r          using ( nspname )        ) as sp     ON sp.nspoid = typnamespace  WHERE pg_type.oid = 1034  ORDER BY sp.r, pg_type.oid DESC"
2023-07-05 02:09:42+08,login_success,ok,24587,pm,db_school,[unknown]@10.0.2.2,db_school,"login db(db_school) success,the current user is:pm"
2023-07-05 02:09:42+08,set_parameter,ok,24587,pm,db_school,[unknown]@10.0.2.2,extra_float_digits,SET extra_float_digits = 3
2023-07-05 02:09:42+08,set_parameter,ok,24587,pm,db_school,PostgreSQL JDBC Driver@10.0.2.2,application_name,SET application_name = 'PostgreSQL JDBC Driver'
2023-07-05 02:09:42+08,set_parameter,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,application_name,SET application_name = 'DBeaver 22.2.2 - Metadata <db_school>'
2023-07-05 02:09:43+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,*RESULT*,"SELECT current_schema(),session_user"
2023-07-05 02:09:43+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_database,"SELECT db.oid,db.* FROM pg_catalog.pg_database db WHERE datname='db_school'"
2023-07-05 02:09:43+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_settings,select * from pg_catalog.pg_settings where name='standard_conforming_strings'
2023-07-05 02:09:43+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_get_keywords,"select string_agg(word, ',') from pg_catalog.pg_get_keywords() where word <> ALL ('{a,abs,absolute,action,ada,add,admin,after,all,allocate,alter,always,and,any,are,array,as,asc,asensitive,assertion,assignment,asymmetric,at,atomic,attribute,attributes,authorization,avg,before,begin,bernoulli,between,bigint,binary,blob,boolean,both,breadth,by,c,call,called,cardinality,cascade,cascaded,case,cast,catalog,catalog_name,ceil,ceiling,chain,char,char_length,character,character_length,character_set_catalog,character_set_name,character_set_schema,characteristics,characters,check,checked,class_origin,clob,close,coalesce,cobol,code_units,collate,collation,collation_catalog,collation_name,collation_schema,collect,column,column_name,command_function,command_function_code,commit,committed,condition,condition_number,connect,connection_name,constraint,constraint_catalog,constraint_name,constraint_schema,constraints,constructors,contains,continue,convert,corr,corresponding,count,covar_pop,covar_samp,create,cross,cube,cume_dist,current,current_collation,current_date,current_default_transform_group,current_path,current_role,current_time,current_timestamp,current_transform_group_for_type,current_user,cursor,cursor_name,cycle,data,date,datetime_interval_code,datetime_interval_precision,day,deallocate,dec,decimal,declare,default,defaults,deferrable,deferred,defined,definer,degree,delete,dense_rank,depth,deref,derived,desc,describe,descriptor,deterministic,diagnostics,disconnect,dispatch,distinct,domain,double,drop,dynamic,dynamic_function,dynamic_function_code,each,element,else,end,end-exec,equals,escape,every,except,exception,exclude,excluding,exec,execute,exists,exp,external,extract,false,fetch,filter,final,first,float,floor,following,for,foreign,fortran,found,free,from,full,function,fusion,g,general,get,global,go,goto,grant,granted,group,grouping,having,hierarchy,hold,hour,identity,immediate,implementation,in,including,increment,indicator,initially,inner,inout,input,insensitive,insert,instance,instantiable,int,integer,intersect,intersection,interval,into,invoker,is,isolation,join,k,key,key_member,key_type,language,large,last,lateral,leading,left,length,level,like,ln,local,localtime,localtimestamp,locator,lower,m,map,match,matched,max,maxvalue,member,merge,message_length,message_octet_length,message_text,method,min,minute,minvalue,mod,modifies,module,month,more,multiset,mumps,name,names,national,natural,nchar,nclob,nesting,new,next,no,none,normalize,normalized,not,""null"",nullable,nullif,nulls,number,numeric,object,octet_length,octets,of,old,on,only,open,option,options,or,order,ordering,ordinality,others,out,outer,output,over,overlaps,overlay,overriding,pad,parameter,parameter_mode,parameter_name,parameter_ordinal_position,parameter_specific_catalog,parameter_specific_name,parameter_specific_schema,partial,partition,pascal,path,percent_rank,percentile_cont,percentile_disc,placing,pli,position,power,preceding,precision,prepare,preserve,primary,prior,privileges,procedure,public,range,rank,read,reads,real,recursive,ref,references,referencing,regr_avgx,regr_avgy,regr_count,regr_intercept,regr_r2,regr_slope,regr_sxx,regr_sxy,regr_syy,relative,release,repeatable,restart,result,return,returned_cardinality,returned_length,returned_octet_length,returned_sqlstate,returns,revoke,right,role,rollback,rollup,routine,routine_catalog,routine_name,routine_schema,row,row_count,row_number,rows,savepoint,scale,schema,schema_name,scope_catalog,scope_name,scope_schema,scroll,search,second,section,security,select,self,sensitive,sequence,serializable,server_name,session,session_user,set,sets,similar,simple,size,smallint,some,source,space,specific,specific_name,specifictype,sql,sqlexception,sqlstate,sqlwarning,sqrt,start,state,statement,static,stddev_pop,stddev_samp,structure,style,subclass_origin,submultiset,substring,sum,symmetric,system,system_user,table,table_name,tablesample,temporary,then,ties,time,timestamp,timezone_hour,timezone_minute,to,top_level_count,trailing,transaction,transaction_active,transactions_committed,transactions_rolled_back,transform,transforms,translate,translation,treat,trigger,trigger_catalog,trigger_name,trigger_schema,trim,true,type,uescape,unbounded,uncommitted,under,union,unique,unknown,unnamed,unnest,update,upper,usage,user,user_defined_type_catalog,user_defined_type_code,user_defined_type_name,user_defined_type_schema,using,value,values,var_pop,var_samp,varchar,varying,view,when,whenever,where,width_bucket,window,with,within,without,work,write,year,zone}'::text[])"
2023-07-05 02:09:43+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,*RESULT*,SELECT version()
2023-07-05 02:09:43+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_attribute,"SELECT 1 FROM pg_catalog.pg_attribute s
JOIN pg_catalog.pg_class p ON s.attrelid = p.oid
JOIN pg_catalog.pg_namespace n ON p.relnamespace = n.oid
WHERE p.relname = 'pg_type'
AND n.nspname = 'pg_catalog'
AND s.attname = 'typcategory'"
2023-07-05 02:09:43+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_type,"SELECT t.oid,t.*,c.relkind,format_type(nullif(t.typbasetype, 0), t.typtypmod) as base_type_name, d.description
FROM pg_catalog.pg_type t
LEFT OUTER JOIN pg_catalog.pg_type et ON et.oid=t.typelem 
LEFT OUTER JOIN pg_catalog.pg_class c ON c.oid=t.typrelid
LEFT OUTER JOIN pg_catalog.pg_description d ON t.oid=d.objoid
WHERE t.typname IS NOT NULL
AND (c.relkind IS NULL OR c.relkind = 'c') AND (et.typcategory IS NULL OR et.typcategory <> 'C')"
2023-07-05 02:09:44+08,login_success,ok,24587,pm,db_school,[unknown]@10.0.2.2,db_school,"login db(db_school) success,the current user is:pm"
2023-07-05 02:09:44+08,set_parameter,ok,24587,pm,db_school,[unknown]@10.0.2.2,extra_float_digits,SET extra_float_digits = 3
2023-07-05 02:09:44+08,set_parameter,ok,24587,pm,db_school,PostgreSQL JDBC Driver@10.0.2.2,application_name,SET application_name = 'PostgreSQL JDBC Driver'
2023-07-05 02:09:44+08,set_parameter,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script.sql>@10.0.2.2,application_name,SET application_name = 'DBeaver 22.2.2 - SQLEditor <Script.sql>'
2023-07-05 02:09:44+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script.sql>@10.0.2.2,*RESULT*,"SELECT current_schema(),session_user"
2023-07-05 02:09:44+08,set_parameter,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script.sql>@10.0.2.2,search_path,"SET search_path = public,public,""$user"""
2023-07-05 02:09:44+08,login_success,ok,24587,pm,db_school,[unknown]@10.0.2.2,db_school,"login db(db_school) success,the current user is:pm"
2023-07-05 02:09:44+08,set_parameter,ok,24587,pm,db_school,[unknown]@10.0.2.2,extra_float_digits,SET extra_float_digits = 3
2023-07-05 02:09:44+08,set_parameter,ok,24587,pm,db_school,PostgreSQL JDBC Driver@10.0.2.2,application_name,SET application_name = 'PostgreSQL JDBC Driver'
2023-07-05 02:09:44+08,set_parameter,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-2.sql>@10.0.2.2,application_name,SET application_name = 'DBeaver 22.2.2 - SQLEditor <Script-2.sql>'
2023-07-05 02:09:44+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-2.sql>@10.0.2.2,*RESULT*,"SELECT current_schema(),session_user"
2023-07-05 02:09:44+08,set_parameter,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-2.sql>@10.0.2.2,search_path,"SET search_path = public,public,""$user"""
2023-07-05 02:09:59+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_class,"SELECT c.oid,c.*,d.description
FROM pg_catalog.pg_class c
LEFT OUTER JOIN pg_catalog.pg_description d ON d.objoid=c.oid AND d.objsubid=0 AND d.classoid='pg_class'::regclass
WHERE c.relnamespace=2200 AND c.relkind not in ('i','I','c')"
2023-07-05 02:10:17+08,login_success,ok,24587,pm,db_school,[unknown]@10.0.2.2,db_school,"login db(db_school) success,the current user is:pm"
2023-07-05 02:10:17+08,set_parameter,ok,24587,pm,db_school,[unknown]@10.0.2.2,extra_float_digits,SET extra_float_digits = 3
2023-07-05 02:10:17+08,set_parameter,ok,24587,pm,db_school,PostgreSQL JDBC Driver@10.0.2.2,application_name,SET application_name = 'PostgreSQL JDBC Driver'
2023-07-05 02:10:17+08,set_parameter,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,application_name,SET application_name = 'DBeaver 22.2.2 - SQLEditor <Script-4.sql>'
2023-07-05 02:10:17+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,*RESULT*,"SELECT current_schema(),session_user"
2023-07-05 02:10:17+08,set_parameter,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,search_path,"SET search_path = public,public,""$user"""
2023-07-05 02:10:41+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,pg_class,"SELECT pc.oid,pc.relname,pc.relnamespace,pc.relkind FROM pg_catalog.pg_class pc WHERE pc.relkind in('r','v','m','f','p') AND pc.relname ILIKE 'student' AND pc.relnamespace IN (2200) ORDER BY pc.relname LIMIT 10"
2023-07-05 02:10:41+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,pg_proc,"SELECT pp.oid as poid, pp.* FROM pg_catalog.pg_proc pp WHERE pp.proname ILIKE 'student' AND pp.pronamespace IN (2200) ORDER BY pp.proname LIMIT 10"
2023-07-05 02:11:06+08,ddl_table,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,teacher,"create table public.teacher
(
	teacher_id integer primary key,
	name text
)"
2023-07-05 02:11:06+08,ddl_table,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,student,"create table public.student
(
	student_id integer primary key,
	name text,
  class text
)"
2023-07-05 02:11:06+08,ddl_table,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,course,"create table public.course
(
	course_id integer primary key,
	teacher_id integer references teacher(teacher_id),
	cname text,
  point float
)"
2023-07-05 02:11:06+08,ddl_table,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,course,"create table public.course
(
	course_id integer primary key,
	teacher_id integer references teacher(teacher_id),
	cname text,
  point float
)"
2023-07-05 02:11:06+08,ddl_table,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,score,"create table public.score
(
	student_id integer references student(student_id),
	course_id integer references course(course_id),
  score float,
  primary key(student_id, course_id)
)"
2023-07-05 02:11:06+08,ddl_table,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,score,"create table public.score
(
	student_id integer references student(student_id),
	course_id integer references course(course_id),
  score float,
  primary key(student_id, course_id)
)"
2023-07-05 02:11:06+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - SQLEditor <Script-4.sql>@10.0.2.2,*RESULT*,"SELECT current_schema(),session_user"
2023-07-05 02:11:18+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_namespace,"SELECT n.oid,n.*,d.description FROM pg_catalog.pg_namespace n
LEFT OUTER JOIN pg_catalog.pg_description d ON d.objoid=n.oid AND d.objsubid=0 AND d.classoid='pg_namespace'::regclass
 WHERE nspname='public' ORDER BY nspname"
2023-07-05 02:11:18+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_type,"SELECT n.nspname = ANY(current_schemas(true)), n.nspname, t.typname FROM pg_catalog.pg_type t JOIN pg_catalog.pg_namespace n ON t.typnamespace = n.oid WHERE t.oid = 1034"
2023-07-05 02:11:18+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_type,"SELECT typinput='array_in'::regproc as is_array, typtype, typname, pg_type.oid   FROM pg_catalog.pg_type   LEFT JOIN (select ns.oid as nspoid, ns.nspname, r.r           from pg_namespace as ns           join ( select s.r, (current_schemas(false))[s.r] as nspname                    from generate_series(1, array_upper(current_schemas(false), 1)) as s(r) ) as r          using ( nspname )        ) as sp     ON sp.nspoid = typnamespace  WHERE pg_type.oid = 1034  ORDER BY sp.r, pg_type.oid DESC"
2023-07-05 02:11:18+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_type,"SELECT t.oid,t.*,c.relkind,format_type(nullif(t.typbasetype, 0), t.typtypmod) as base_type_name, d.description
FROM pg_catalog.pg_type t
LEFT OUTER JOIN pg_catalog.pg_type et ON et.oid=t.typelem 
LEFT OUTER JOIN pg_catalog.pg_class c ON c.oid=t.typrelid
LEFT OUTER JOIN pg_catalog.pg_description d ON t.oid=d.objoid
WHERE t.typname IS NOT NULL
AND (c.relkind IS NULL OR c.relkind = 'c') AND (et.typcategory IS NULL OR et.typcategory <> 'C')"
2023-07-05 02:11:18+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_class,"SELECT c.oid,c.*,d.description
FROM pg_catalog.pg_class c
LEFT OUTER JOIN pg_catalog.pg_description d ON d.objoid=c.oid AND d.objsubid=0 AND d.classoid='pg_class'::regclass
WHERE c.relnamespace=2200 AND c.relkind not in ('i','I','c')"
2023-07-05 02:11:18+08,dml_action_select,ok,24587,pm,db_school,DBeaver 22.2.2 - Metadata <db_school>@10.0.2.2,pg_class,"select c.oid,pg_catalog.pg_total_relation_size(c.oid) as total_rel_size,pg_catalog.pg_relation_size(c.oid) as rel_size
FROM pg_class c
WHERE c.relnamespace=2200"
2023-07-05 02:11:47+08,ddl_schema,ok,24587,pm,db_school,gsql@[local],pm,create schema pm;
2023-07-05 02:11:53+08,dml_action_select,ok,24587,pm,db_school,gsql@[local],pg_attribute,SELECT true AS b_rolvalidbegin FROM pg_catalog.pg_attribute WHERE attrelid = 2615 AND attname = 'nspblockchain';
2023-07-05 02:11:53+08,dml_action_select,ok,24587,pm,db_school,gsql@[local],pg_roles,select oid from pg_roles where oid = 10
2023-07-05 02:11:53+08,dml_action_select,ok,24587,pm,db_school,gsql@[local],pg_description,select description from pg_catalog.pg_description where objoid = $1 and classoid = (select oid from pg_catalog.pg_class where relname = $2 and relnamespace = 11) and objsubid = 0
2023-07-05 02:11:53+08,dml_action_select,ok,24587,pm,db_school,gsql@[local],pg_roles,select oid from pg_roles where oid = 10
2023-07-05 02:11:53+08,dml_action_select,ok,24587,pm,db_school,gsql@[local],pg_description,select description from pg_catalog.pg_description where objoid = $1 and classoid = (select oid from pg_catalog.pg_class where relname = $2 and relnamespace = 11) and objsubid = 0
2023-07-05 02:11:53+08,dml_action_select,ok,24587,pm,db_school,gsql@[local],pg_roles,select oid from pg_roles where oid = 10
2023-07-05 02:11:53+08,dml_action_select,ok,24587,pm,db_school,gsql@[local],pg_description,select description from pg_catalog.pg_description where objoid = $1 and classoid = (select oid from pg_catalog.pg_class where relname = $2 and relnamespace = 11) and objsubid = 0
