0.06, 0.52, 0.55, 0.54, 0.15, 0.12, 0.15,0.157895,0.138889,1
0.03, 0.52, 0.56, 0.55, 0.14, 0.13, 0.4,0.45,0.138889,1
0.06, 0.46, 0.55, 0.55, 0.17, 0.14, 0.15,0.142857,0.142857,1
0.05, 0.39, 0.53, 0.53, 0.17, 0.16, -1.00,-1.00,-1.00,1
0.06, 0.45, 0.55, 0.55, 0.17, 0.13, 0.157895,0.157895,0.125,1
0.09, 0.52, 0.55, 0.55, 0.16, 0.14, 0.142857,0.142857,0.142857,1
0.06, 0.50, 0.55, 0.55, 0.16, 0.14, 0.142857,0.157895,0.138889,1
0.06, 0.45, 0.56, 0.56, 0.17, 0.16, 0.142857,0.142857,0.142857,1
0.05, 0.41, 0.55, 0.55, 0.17, 0.16, -1.00,-1.00,-1.00,1
0.03, 0.45, 0.55, 0.55, 0.17, 0.12, 0.15,0.15,0.135135,1
0.03, 0.48, 0.55, 0.55, 0.16, 0.16, 0.380952,0.4,0.135135,1
0.01, 0.44, 0.55, 0.54, 0.14, 0.17, 0.363636,0.380952,0.135135,1
0.06, 0.41, 0.55, 0.54, 0.17, 0.14, 0.380952,0.380952,0.125,1
0.03, 0.47, 0.55, 0.55, 0.17, 0.14, 0.428571,0.409091,0.135135,1
0.03, 0.52, 0.54, 0.54, 0.16, 0.14, 0.15,0.166667,0.15625,1
0.00, 0.54, 0.57, 0.55, 0.16, 0.14, 0.157895,0.157895,0.142857,1
0.03, 0.50, 0.55, 0.55, 0.16, 0.14, 0.142857,0.15,0.138889,1
0.03, 0.45, 0.55, 0.55, 0.17, 0.14, 0.15,0.142857,0.151515,1
0.06, 0.43, 0.55, 0.55, 0.17, 0.14, 0.142857,0.136364,0.128205,1
0.00, 0.47, 0.55, 0.55, 0.16, 0.14, 0.142857,0.142857,0.135135,1
0.03, 0.52, 0.57, 0.55, 0.16, 0.14, 0.15,0.421053,0.138889,1
0.00, 0.52, 0.57, 0.56, 0.16, 0.14, 0.15,0.166667,0.16129,1
0.06, 0.48, 0.55, 0.55, 0.16, 0.14, 0.4,0.421053,0.135135,1
0.05, 0.41, 0.53, 0.55, 0.17, 0.15, -1.00,-1.00,-1.00,1
0.03, 0.43, 0.55, 0.55, 0.17, 0.16, 0.391304,0.363636,0.131579,1
0.03, 0.51, 0.56, 0.56, 0.16, 0.14, 0.15,0.15,0.142857,1
0.00, 0.51, 0.56, 0.56, 0.16, 0.14, 0.136364,0.142857,0.135135,1
0.03, 0.46, 0.56, 0.56, 0.17, 0.16, 0.142857,0.142857,0.151515,1
0.05, 0.39, 0.53, 0.55, 0.17, 0.15, -1.00,-1.00,-1.00,1
0.05, 0.41, 0.53, 0.55, 0.17, 0.16, -1.00,-1.00,-1.00,1
0.06, 0.46, 0.54, 0.55, 0.16, 0.14, 0.409091,0.380952,0.131579,1
0.03, 0.48, 0.53, 0.55, 0.15, 0.12, 0.157895,0.157895,0.138889,1
0.03, 0.51, 0.56, 0.56, 0.16, 0.16, 0.142857,0.157895,0.135135,1
0.05, 0.41, 0.55, 0.55, 0.17, 0.16, 0.380952,0.142857,0.131579,1
0.05, 0.41, 0.53, 0.55, 0.18, 0.15, 0.15,0.15,0.222222,1
0.03, 0.47, 0.55, 0.55, 0.16, 0.14, 0.380952,0.4,0.135135,1
0.00, 0.50, 0.55, 0.55, 0.14, 0.13, 0.157895,0.157895,0.138889,1
0.06, 0.47, 0.55, 0.55, 0.15, 0.15, 0.363636,0.380952,0.138889,1
0.06, 0.41, 0.55, 0.55, 0.17, 0.16, 0.363636,0.136364,0.128205,1
0.02, 0.36, 0.53, 0.53, 0.17, 0.16, -1.00,-1.00,-1.00,1
0.01, 0.38, 0.54, 0.54, 0.17, 0.14, -1.00,-1.00,-1.00,1
0.03, 0.47, 0.55, 0.55, 0.14, 0.14, 0.380952,0.15,0.135135,1
0.00, 0.49, 0.57, 0.56, 0.16, 0.14, 0.142857,0.142857,0.135135,1
0.03, 0.49, 0.57, 0.54, 0.13, 0.17, 0.45,0.473684,0.142857,1
0.10, 0.47, 0.56, 0.52, 0.14, 0.17, 0.380952,0.45,0.142857,1
0.11, 0.46, 0.59, 0.51, 0.13, 0.19, 0.45,0.473684,0.138889,1
0.21, 0.45, 0.61, 0.48, 0.09, 0.20, 0.15,0.157895,0.135135,1
0.25, 0.44, 0.65, 0.46, 0.11, 0.22, 0.421053,0.444444,0.147059,1
0.17, 0.47, 0.62, 0.48, 0.09, 0.20, 0.15,0.421053,0.147059,1
0.10, 0.48, 0.59, 0.50, 0.11, 0.19, 0.4,0.421053,0.147059,1
0.06, 0.52, 0.58, 0.52, 0.12, 0.19, 0.15,0.157895,0.151515,1
0.06, 0.52, 0.58, 0.53, 0.13, 0.17, 0.157895,0.157895,0.21875,1
0.09, 0.50, 0.58, 0.52, 0.12, 0.17, 0.15,0.15,0.138889,1
0.13, 0.48, 0.59, 0.51, 0.14, 0.17, 0.45,0.473684,0.135135,1
0.08, 0.44, 0.59, 0.50, 0.13, 0.17, 0.142857,0.15,0.135135,1
0.12, 0.44, 0.59, 0.50, 0.13, 0.17, 0.15,0.4,0.135135,1
0.06, 0.51, 0.59, 0.51, 0.13, 0.17, 0.157895,0.15,0.147059,1
0.00, 0.52, 0.56, 0.53, 0.14, 0.16, 0.409091,0.428571,0.151515,1
0.06, 0.46, 0.54, 0.55, 0.16, 0.16, 0.363636,0.380952,0.138889,1
0.02, 0.41, 0.52, 0.55, 0.17, 0.15, 0.363636,0.363636,0.131579,1
0.06, 0.48, 0.54, 0.55, 0.16, 0.14, 0.136364,0.380952,0.135135,1
0.06, 0.47, 0.55, 0.55, 0.15, 0.14, 0.363636,0.380952,0.131579,1
0.03, 0.45, 0.55, 0.55, 0.15, 0.14, 0.136364,0.142857,0.135135,1
0.06, 0.47, 0.55, 0.55, 0.17, 0.14, 0.380952,0.380952,0.131579,1
0.03, 0.48, 0.55, 0.56, 0.17, 0.14, 0.428571,0.428571,0.135135,1
0.06, 0.47, 0.55, 0.55, 0.17, 0.14, 0.363636,0.142857,0.135135,1
0.06, 0.46, 0.56, 0.56, 0.17, 0.14, 0.380952,0.142857,0.135135,1
0.03, 0.46, 0.54, 0.54, 0.17, 0.14, 0.380952,0.380952,0.135135,1
0.06, 0.46, 0.54, 0.54, 0.17, 0.14, 0.380952,0.380952,0.135135,1
0.06, 0.47, 0.53, 0.55, 0.17, 0.14, 0.4,0.4,0.131579,1
0.06, 0.47, 0.55, 0.55, 0.17, 0.14, 0.363636,0.380952,0.135135,1
0.03, 0.48, 0.54, 0.55, 0.17, 0.14, 0.380952,0.380952,0.135135,1
0.03, 0.46, 0.52, 0.54, 0.17, 0.14, 0.142857,0.142857,0.135135,1
0.00, 0.48, 0.54, 0.55, 0.17, 0.14, 0.363636,0.380952,0.135135,1
0.04, 0.48, 0.55, 0.55, 0.17, 0.14, 0.409091,0.428571,0.135135,1
0.03, 0.48, 0.54, 0.55, 0.17, 0.14, 0.380952,0.15,0.135135,1
0.06, 0.45, 0.55, 0.55, 0.17, 0.15, 0.363636,0.380952,0.135135,1
0.00, 0.47, 0.55, 0.55, 0.16, 0.14, 0.15,0.4,0.138889,1
0.06, 0.45, 0.55, 0.55, 0.17, 0.14, 0.380952,0.4,0.138889,1
0.09, 0.47, 0.53, 0.55, 0.16, 0.16, 0.142857,0.15,0.142857,1
0.16, 0.45, 0.52, 0.56, 0.17, 0.16, 0.347826,0.363636,0.139535,1
0.14, 0.42, 0.50, 0.58, 0.19, 0.16, 0.363636,0.380952,0.138889,1
0.17, 0.44, 0.49, 0.60, 0.19, 0.13, 0.363636,0.142857,0.138889,1
0.12, 0.50, 0.50, 0.58, 0.19, 0.11, 0.157895,0.15,0.147059,1
0.06, 0.53, 0.53, 0.56, 0.16, 0.13, 0.15,0.421053,0.147059,1
0.09, 0.48, 0.49, 0.58, 0.17, 0.12, 0.363636,0.15,0.142857,1
0.13, 0.42, 0.48, 0.59, 0.17, 0.16, -1.00,-1.00,-1.00,1
0.09, 0.48, 0.48, 0.59, 0.16, 0.14, 0.363636,0.15,0.142857,1
0.09, 0.48, 0.48, 0.61, 0.15, 0.14, 0.363636,0.15,0.138889,1
0.16, 0.45, 0.47, 0.59, 0.19, 0.13, 0.380952,0.15,0.142857,1
0.12, 0.52, 0.50, 0.58, 0.16, 0.14, 0.380952,0.4,0.151515,1
0.06, 0.50, 0.50, 0.58, 0.17, 0.13, 0.15,0.157895,0.147059,1
0.10, 0.45, 0.48, 0.59, 0.16, 0.14, 0.428571,0.4,0.142857,1
0.07, 0.47, 0.50, 0.61, 0.16, 0.14, 0.409091,0.4,0.142857,1
0.06, 0.50, 0.50, 0.56, 0.14, 0.14, 0.15,0.157895,0.142857,1
0.01, 0.45, 0.52, 0.54, 0.14, 0.17, 0.15,0.157895,0.138889,1
0.01, 0.41, 0.52, 0.55, 0.17, 0.19, 0.363636,0.380952,0.131579,1
0.00, 0.46, 0.52, 0.55, 0.16, 0.16, 0.142857,0.157895,0.138889,1
0.01, 0.43, 0.51, 0.54, 0.15, 0.15, 0.15,0.15,0.138889,1
0.01, 0.42, 0.53, 0.56, 0.17, 0.17, -1.00,-1.00,-1.00,1
0.06, 0.48, 0.54, 0.55, 0.14, 0.16, 0.380952,0.4,0.135135,1
0.09, 0.47, 0.52, 0.55, 0.16, 0.16, 0.142857,0.15,0.138889,1
0.06, 0.41, 0.50, 0.55, 0.15, 0.15, -1.00,-1.00,-1.00,1
0.13, 0.39, 0.50, 0.56, 0.17, 0.16, -1.00,-1.00,-1.00,1
0.03, 0.48, 0.54, 0.56, 0.14, 0.17, 0.4,0.4,0.135135,1
0.06, 0.49, 0.55, 0.55, 0.14, 0.14, 0.157895,0.166667,0.142857,1
0.01, 0.44, 0.54, 0.55, 0.16, 0.17, 0.142857,0.142857,0.142857,1
0.06, 0.41, 0.52, 0.55, 0.16, 0.17, -1.00,-1.00,-1.00,1
0.03, 0.46, 0.52, 0.55, 0.16, 0.16, 0.15,0.15,0.225,1
0.07, 0.49, 0.55, 0.55, 0.14, 0.17, 0.45,0.45,0.138889,1
0.06, 0.44, 0.52, 0.55, 0.14, 0.17, 0.15,0.15,0.142857,1
0.09, 0.38, 0.51, 0.54, 0.15, 0.14, -1.00,-1.00,-1.00,1
0.06, 0.39, 0.52, 0.56, 0.17, 0.16, -1.00,-1.00,-1.00,1
0.03, 0.47, 0.53, 0.56, 0.16, 0.16, 0.142857,0.142857,0.216216,1
0.03, 0.52, 0.55, 0.56, 0.14, 0.14, 0.4,0.421053,0.25,1
0.03, 0.54, 0.55, 0.57, 0.16, 0.14, 0.15,0.421053,0.147059,1
0.03, 0.48, 0.53, 0.56, 0.16, 0.16, 0.363636,0.4,0.138889,1
0.03, 0.45, 0.51, 0.54, 0.15, 0.15, 0.142857,0.15,0.138889,1
0.00, 0.48, 0.52, 0.57, 0.16, 0.16, 0.409091,0.4,0.138889,1
0.03, 0.48, 0.53, 0.56, 0.16, 0.16, 0.380952,0.380952,0.135135,1
0.06, 0.43, 0.52, 0.54, 0.15, 0.17, 0.136364,0.142857,0.135135,1
0.04, 0.46, 0.54, 0.55, 0.16, 0.16, 0.15,0.15,0.135135,1
0.03, 0.51, 0.54, 0.57, 0.14, 0.16, 0.142857,0.15,0.138889,1
0.01, 0.44, 0.53, 0.55, 0.15, 0.17, 0.142857,0.157895,0.131579,1
0.02, 0.39, 0.51, 0.55, 0.17, 0.18, -1.00,-1.00,-1.00,1
0.03, 0.41, 0.54, 0.55, 0.17, 0.17, -1.00,-1.00,-1.00,1
0.06, 0.48, 0.53, 0.55, 0.16, 0.14, 0.142857,0.157895,0.138889,1
0.03, 0.45, 0.53, 0.55, 0.16, 0.16, 0.142857,0.15,0.138889,1
0.06, 0.41, 0.52, 0.55, 0.16, 0.17, -1.00,-1.00,-1.00,1
0.03, 0.43, 0.54, 0.55, 0.17, 0.17, 0.409091,0.380952,0.131579,1
0.00, 0.48, 0.53, 0.55, 0.15, 0.15, 0.428571,0.4,0.142857,1
0.02, 0.43, 0.52, 0.54, 0.15, 0.17, 0.136364,0.142857,0.138889,1
0.02, 0.40, 0.54, 0.55, 0.17, 0.17, -1.00,-1.00,-1.00,1
0.06, 0.43, 0.54, 0.56, 0.16, 0.17, -1.00,-1.00,-1.00,1
0.03, 0.47, 0.53, 0.55, 0.16, 0.16, 0.142857,0.15,0.138889,1
0.03, 0.45, 0.53, 0.55, 0.14, 0.17, 0.142857,0.157895,0.142857,1
0.02, 0.40, 0.52, 0.55, 0.16, 0.17, -1.00,-1.00,-1.00,1
0.06, 0.44, 0.53, 0.55, 0.17, 0.16, 0.380952,0.380952,0.135135,1
0.03, 0.49, 0.55, 0.55, 0.14, 0.16, 0.15,0.166667,0.142857,1
0.06, 0.44, 0.53, 0.55, 0.16, 0.17, 0.136364,0.380952,0.131579,1
0.02, 0.41, 0.55, 0.56, 0.16, 0.17, -1.00,-1.00,-1.00,1
0.05, 0.42, 0.51, 0.55, 0.17, 0.17, 0.363636,0.142857,0.128205,1
0.06, 0.49, 0.54, 0.56, 0.16, 0.14, 0.142857,0.157895,0.138889,1
0.03, 0.44, 0.54, 0.55, 0.16, 0.17, 0.409091,0.363636,0.131579,1
0.01, 0.41, 0.53, 0.56, 0.17, 0.17, -1.00,-1.00,-1.00,1
0.02, 0.40, 0.52, 0.55, 0.17, 0.17, -1.00,-1.00,-1.00,1
0.03, 0.46, 0.52, 0.55, 0.15, 0.15, 0.380952,0.4,0.138889,1
0.03, 0.54, 0.56, 0.57, 0.14, 0.16, 0.15,0.166667,0.151515,1
0.06, 0.50, 0.53, 0.56, 0.16, 0.16, 0.142857,0.15,0.147059,1
0.02, 0.42, 0.51, 0.55, 0.17, 0.17, 0.380952,0.15,0.135135,1
0.02, 0.39, 0.53, 0.56, 0.16, 0.17, -1.00,-1.00,-1.00,1
0.02, 0.39, 0.53, 0.56, 0.19, 0.16, -1.00,-1.00,-1.00,1
0.06, 0.44, 0.55, 0.56, 0.17, 0.16, 0.363636,0.380952,0.138889,1
0.06, 0.53, 0.55, 0.58, 0.14, 0.16, 0.15,0.166667,0.193548,1
0.03, 0.52, 0.53, 0.56, 0.14, 0.16, 0.45,0.473684,0.233333,1
0.03, 0.52, 0.54, 0.57, 0.16, 0.16, 0.47619,0.473684,0.172414,1
0.00, 0.52, 0.55, 0.57, 0.16, 0.16, 0.380952,0.4,0.16129,1
0.03, 0.52, 0.56, 0.56, 0.16, 0.16, 0.47619,0.45,0.15625,1
0.03, 0.51, 0.54, 0.57, 0.16, 0.14, 0.409091,0.473684,0.151515,1
0.03, 0.50, 0.53, 0.55, 0.16, 0.17, 0.142857,0.142857,0.147059,1
0.03, 0.51, 0.54, 0.56, 0.16, 0.16, 0.142857,0.142857,0.135135,1
0.00, 0.52, 0.55, 0.58, 0.16, 0.16, 0.4,0.421053,0.166667,1
0.00, 0.52, 0.55, 0.58, 0.16, 0.15, 0.4,0.421053,0.166667,1
0.03, 0.51, 0.54, 0.57, 0.16, 0.14, 0.380952,0.142857,0.171429,1
0.03, 0.51, 0.54, 0.56, 0.16, 0.16, 0.380952,0.4,0.151515,1
0.03, 0.51, 0.55, 0.57, 0.16, 0.16, 0.142857,0.15,0.16129,1
0.03, 0.50, 0.53, 0.55, 0.16, 0.16, 0.15,0.157895,0.15625,1
0.03, 0.51, 0.56, 0.57, 0.16, 0.16, 0.454545,0.45,0.166667,1
0.00, 0.52, 0.55, 0.58, 0.16, 0.16, 0.157895,0.166667,0.272727,1
0.03, 0.51, 0.54, 0.56, 0.16, 0.16, 0.4,0.444444,0.166667,1
0.03, 0.50, 0.53, 0.56, 0.16, 0.16, 0.15,0.166667,0.166667,1
0.03, 0.51, 0.54, 0.57, 0.16, 0.16, 0.380952,0.157895,0.16129,1
0.06, 0.51, 0.54, 0.56, 0.16, 0.16, 0.380952,0.4,0.142857,1
0.06, 0.48, 0.56, 0.56, 0.16, 0.16, 0.142857,0.15,0.142857,1
0.03, 0.45, 0.53, 0.55, 0.16, 0.17, 0.380952,0.421053,0.142857,1
0.00, 0.50, 0.56, 0.56, 0.16, 0.16, 0.15,0.157895,0.142857,1
0.03, 0.45, 0.53, 0.55, 0.16, 0.17, 0.363636,0.15,0.138889,1
0.03, 0.47, 0.55, 0.56, 0.16, 0.16, 0.142857,0.15,0.147059,1
0.03, 0.48, 0.55, 0.55, 0.16, 0.16, 0.142857,0.157895,0.151515,1
0.03, 0.52, 0.56, 0.57, 0.16, 0.14, 0.142857,0.157895,0.147059,1
0.00, 0.56, 0.55, 0.56, 0.14, 0.16, 0.157895,0.176471,0.290323,1
0.03, 0.55, 0.53, 0.53, 0.14, 0.16, 0.157895,0.176471,0.34375,1
0.03, 0.55, 0.53, 0.53, 0.14, 0.16, 0.166667,0.176471,0.138889,1
0.03, 0.52, 0.55, 0.55, 0.14, 0.14, 0.15,0.157895,0.125,1
0.00, 0.49, 0.56, 0.56, 0.14, 0.16, 0.142857,0.15,0.128205,1
0.03, 0.48, 0.53, 0.55, 0.14, 0.16, 0.15,0.157895,0.135135,1
0.03, 0.50, 0.53, 0.55, 0.14, 0.17, 0.15,0.15,0.142857,1
0.00, 0.53, 0.55, 0.55, 0.14, 0.17, 0.15,0.157895,0.258065,1
0.02, 0.59, 0.54, 0.54, 0.14, 0.16, 0.157895,0.166667,0.53125,1
0.01, 0.62, 0.55, 0.55, 0.16, 0.16, 0.166667,0.166667,0.606061,1
0.04, 0.62, 0.55, 0.55, 0.16, 0.16, 0.157895,0.166667,0.53125,1
0.00, 0.57, 0.54, 0.54, 0.16, 0.14, 0.157895,0.176471,0.4375,1
0.00, 0.52, 0.55, 0.55, 0.16, 0.14, 0.45,0.473684,0.131579,1
0.03, 0.48, 0.55, 0.55, 0.16, 0.17, 0.130435,0.380952,0.131579,1
0.03, 0.49, 0.54, 0.56, 0.16, 0.16, 0.142857,0.15,0.131579,1
0.03, 0.49, 0.54, 0.56, 0.16, 0.17, 0.380952,0.15,0.131579,1
0.06, 0.48, 0.54, 0.55, 0.16, 0.16, 0.409091,0.409091,0.128205,1
0.03, 0.46, 0.52, 0.56, 0.16, 0.16, 0.4,0.421053,0.128205,1
0.03, 0.49, 0.54, 0.56, 0.14, 0.16, 0.142857,0.15,0.131579,1
0.03, 0.45, 0.55, 0.55, 0.16, 0.17, 0.380952,0.4,0.142857,1
0.06, 0.44, 0.54, 0.55, 0.16, 0.17, 0.380952,0.380952,0.142857,1
0.09, 0.46, 0.54, 0.55, 0.16, 0.16, 0.142857,0.380952,0.147059,1
0.03, 0.51, 0.56, 0.56, 0.16, 0.14, 0.142857,0.15,0.138889,1
0.01, 0.45, 0.53, 0.55, 0.16, 0.16, 0.142857,0.142857,0.16129,1
0.06, 0.42, 0.53, 0.55, 0.16, 0.16, 0.136364,0.142857,0.125,1
0.00, 0.50, 0.56, 0.56, 0.14, 0.16, 0.136364,0.380952,0.131579,1
0.02, 0.45, 0.53, 0.55, 0.16, 0.17, 0.142857,0.157895,0.142857,1
0.02, 0.41, 0.52, 0.55, 0.16, 0.16, -1.00,-1.00,-1.00,1
0.03, 0.44, 0.52, 0.56, 0.16, 0.16, 0.428571,0.380952,0.147059,1
0.00, 0.48, 0.52, 0.54, 0.14, 0.15, 0.142857,0.157895,0.131579,1
0.06, 0.47, 0.53, 0.55, 0.16, 0.16, 0.363636,0.380952,0.128205,1
0.01, 0.41, 0.52, 0.55, 0.16, 0.19, -1.00,-1.00,-1.00,1
0.06, 0.41, 0.54, 0.55, 0.16, 0.17, -1.00,-1.00,-1.00,1
0.03, 0.47, 0.53, 0.55, 0.14, 0.17, 0.380952,0.380952,0.135135,1
0.03, 0.52, 0.53, 0.55, 0.14, 0.14, 0.142857,0.157895,0.151515,1
0.03, 0.44, 0.54, 0.56, 0.17, 0.16, 0.409091,0.4,0.147059,1
0.02, 0.39, 0.51, 0.55, 0.17, 0.17, -1.00,-1.00,-1.00,1
0.05, 0.41, 0.52, 0.54, 0.17, 0.17, -1.00,-1.00,-1.00,1
0.06, 0.50, 0.53, 0.55, 0.16, 0.14, 0.142857,0.157895,0.16129,1
0.06, 0.51, 0.52, 0.56, 0.16, 0.14, 0.15,0.15,0.138889,1
0.05, 0.41, 0.51, 0.55, 0.17, 0.15, -1.00,-1.00,-1.00,1
0.02, 0.39, 0.53, 0.56, 0.19, 0.16, -1.00,-1.00,-1.00,1
0.03, 0.44, 0.54, 0.55, 0.17, 0.17, 0.380952,0.428571,0.138889,1
0.07, 0.52, 0.55, 0.56, 0.15, 0.16, 0.15,0.15,0.135135,1
0.00, 0.48, 0.56, 0.56, 0.16, 0.16, 0.380952,0.15,0.131579,1
0.02, 0.40, 0.52, 0.55, 0.17, 0.17, -1.00,-1.00,-1.00,1
0.02, 0.40, 0.52, 0.55, 0.15, 0.17, -1.00,-1.00,-1.00,1
0.06, 0.44, 0.52, 0.55, 0.16, 0.16, 0.136364,0.136364,0.135135,1
0.03, 0.48, 0.53, 0.55, 0.14, 0.16, 0.15,0.15,0.138889,1
0.00, 0.45, 0.55, 0.56, 0.16, 0.17, 0.136364,0.142857,0.142857,1
0.02, 0.40, 0.54, 0.55, 0.17, 0.17, -1.00,-1.00,-1.00,1
0.05, 0.39, 0.51, 0.55, 0.17, 0.15, -1.00,-1.00,-1.00,1
0.03, 0.46, 0.52, 0.54, 0.15, 0.14, 0.15,0.157895,0.138889,1
0.03, 0.52, 0.56, 0.56, 0.14, 0.14, 0.15,0.157895,0.138889,1
0.06, 0.44, 0.54, 0.55, 0.16, 0.16, 0.391304,0.363636,0.142857,1
0.01, 0.41, 0.53, 0.56, 0.16, 0.17, -1.00,-1.00,-1.00,1
0.02, 0.43, 0.52, 0.56, 0.16, 0.16, 0.142857,0.142857,0.135135,1
0.03, 0.48, 0.56, 0.56, 0.16, 0.14, 0.15,0.157895,0.135135,1
0.03, 0.45, 0.53, 0.55, 0.16, 0.16, 0.363636,0.4,0.205882,1
0.05, 0.41, 0.54, 0.55, 0.17, 0.15, -1.00,-1.00,-1.00,1
0.02, 0.39, 0.53, 0.55, 0.17, 0.17, -1.00,-1.00,-1.00,1
0.06, 0.46, 0.54, 0.55, 0.16, 0.14, 0.142857,0.142857,0.166667,1
0.00, 0.48, 0.55, 0.55, 0.16, 0.16, 0.157895,0.166667,0.138889,1
0.03, 0.45, 0.53, 0.55, 0.16, 0.16, 0.15,0.142857,0.142857,1
0.06, 0.41, 0.54, 0.57, 0.17, 0.16, -1.00,-1.00,-1.00,1
0.02, 0.39, 0.53, 0.55, 0.19, 0.16, -1.00,-1.00,-1.00,1
0.03, 0.44, 0.54, 0.55, 0.17, 0.16, 0.363636,0.363636,0.131579,1
0.03, 0.52, 0.56, 0.56, 0.16, 0.14, 0.15,0.157895,0.147059,1
0.03, 0.48, 0.56, 0.56, 0.17, 0.14, 0.409091,0.428571,0.131579,1
0.02, 0.41, 0.54, 0.55, 0.16, 0.16, 0.409091,0.428571,0.131579,1
0.01, 0.42, 0.53, 0.56, 0.17, 0.17, 0.409091,0.428571,0.128205,1
0.03, 0.48, 0.54, 0.56, 0.16, 0.14, 0.380952,0.4,0.135135,1
0.03, 0.52, 0.56, 0.56, 0.16, 0.14, 0.157895,0.157895,0.147059,1
0.03, 0.51, 0.54, 0.54, 0.14, 0.14, 0.136364,0.15,0.142857,1
0.00, 0.51, 0.55, 0.55, 0.16, 0.14, 0.142857,0.15,0.138889,1
0.00, 0.52, 0.56, 0.56, 0.16, 0.14, 0.136364,0.15,0.138889,1
0.03, 0.48, 0.55, 0.55, 0.14, 0.16, 0.142857,0.142857,0.138889,1
0.00, 0.50, 0.56, 0.56, 0.16, 0.16, 0.428571,0.45,0.135135,1
0.00, 0.49, 0.56, 0.56, 0.16, 0.14, 0.380952,0.421053,0.138889,1
0.00, 0.48, 0.55, 0.55, 0.14, 0.16, 0.380952,0.421053,0.138889,1
0.00, 0.48, 0.55, 0.55, 0.16, 0.14, 0.380952,0.4,0.138889,1
0.03, 0.48, 0.53, 0.55, 0.16, 0.16, 0.15,0.157895,0.138889,1
0.03, 0.50, 0.55, 0.56, 0.16, 0.15, 0.15,0.157895,0.138889,1
0.00, 0.48, 0.55, 0.56, 0.16, 0.16, 0.142857,0.380952,0.138889,1
0.00, 0.48, 0.54, 0.56, 0.16, 0.14, 0.142857,0.15,0.142857,1
0.03, 0.50, 0.56, 0.56, 0.14, 0.16, 0.409091,0.45,0.138889,1
0.03, 0.49, 0.56, 0.56, 0.14, 0.16, 0.142857,0.15,0.138889,1
0.00, 0.50, 0.55, 0.56, 0.14, 0.16, 0.136364,0.15,0.135135,1
0.09, 0.51, 0.59, 0.59, 0.13, 0.18, 0.130435,0.142857,0.125,1
0.08, 0.51, 0.58, 0.60, 0.14, 0.17, 0.12,0.130435,0.116279,1
0.06, 0.50, 0.58, 0.58, 0.15, 0.16, 0.307692,0.307692,0.113636,1
0.16, 0.52, 0.59, 0.59, 0.15, 0.16, 0.307692,0.32,0.111111,1
0.07, 0.53, 0.60, 0.59, 0.15, 0.16, 0.32,0.333333,0.108696,1
0.13, 0.52, 0.57, 0.58, 0.14, 0.16, 0.12,0.125,0.111111,1
0.08, 0.50, 0.57, 0.57, 0.16, 0.16, 0.346154,0.36,0.111111,1
0.08, 0.50, 0.58, 0.57, 0.15, 0.16, 0.333333,0.375,0.116279,1
