w_warehouse_sk,i_item_sk,d_moy,mean,cov,w_warehouse_sk,i_item_sk,d_moy,mean,cov
1,15677,2,399.7500000000000000,1.0343581821429568,1,15677,3,315.0000000000000000,1.0846160787563492
1,16550,2,282.5000000000000000,1.0657571761543752,1,16550,3,368.2500000000000000,1.1248447354285540
1,17441,2,389.5000000000000000,1.1231823448788986,1,17441,3,351.8000000000000000,1.0689277999564468
1,18680,2,403.2500000000000000,1.1412424617590205,1,18680,3,228.0000000000000000,1.1516185900892237
1,19453,2,370.3333333333333333,1.0054738661095626,1,19453,3,94.4000000000000000,1.2517627975235593
1,19562,2,418.6666666666666667,1.0624829218521855,1,19562,3,313.2000000000000000,1.0745283229491475
1,19885,2,308.3333333333333333,1.1131854672907330,1,19885,3,388.2500000000000000,1.0914000301807315
1,21809,2,493.0000000000000000,1.0133505580725720,1,21809,3,166.5000000000000000,1.6748359160275616
1,22232,2,204.5000000000000000,1.2060012181064548,1,22232,3,542.0000000000000000,1.1611163012103819
1,23101,2,213.5000000000000000,1.3291190779252787,1,23101,3,251.8000000000000000,1.6786705621788801
1,23270,2,302.6666666666666667,1.1069629742383811,1,23270,3,176.7500000000000000,1.2406894071504158
1,23947,2,169.0000000000000000,1.3350332871875385,1,23947,3,261.6000000000000000,1.1589083108708180
1,24481,2,351.7500000000000000,1.0553082671798664,1,24481,3,411.6000000000000000,1.0086242274647303
1,24641,2,349.3333333333333333,1.3908924704670172,1,24641,3,199.7500000000000000,1.0436446714765907
1,24782,2,256.2500000000000000,1.5765704740502517,1,24782,3,154.6000000000000000,1.2926548480098900
1,24956,2,292.6666666666666667,1.5309741438615957,1,24956,3,327.0000000000000000,1.3386358943582936
1,25001,2,422.2500000000000000,1.0649109931145127,1,25001,3,202.6000000000000000,1.1940516340401283
1,25309,2,332.0000000000000000,1.1449706049354940,1,25309,3,327.0000000000000000,1.1534749036524220
1,25574,2,213.7500000000000000,1.1000048188769965,1,25574,3,249.4000000000000000,1.1045350886553248
1,25889,2,358.0000000000000000,1.0269634526027207,1,25889,3,211.4000000000000000,1.7721738797598723
2,233,2,314.0000000000000000,1.5262155310489076,2,233,3,263.8000000000000000,1.4995794330901630
2,635,2,446.5000000000000000,1.0060495918720761,2,635,3,282.6000000000000000,1.0043950231165534
2,1097,2,237.6666666666666667,1.2300683978572468,2,1097,3,379.4000000000000000,1.0251686040459410
2,1303,2,233.2500000000000000,1.1025551434854148,2,1303,3,367.7500000000000000,1.0200984245835758
2,1489,2,236.5000000000000000,1.1856350385846300,2,1489,3,347.2000000000000000,1.1703039921035974
2,2486,2,430.2500000000000000,1.0573388679151912,2,2486,3,242.0000000000000000,1.4904357790782479
2,2621,2,312.0000000000000000,1.3543882259452083,2,2621,3,413.6000000000000000,1.0903485993610058
2,2929,2,431.5000000000000000,1.0533927243561344,2,2929,3,257.8000000000000000,1.5301058114858107
2,3662,2,205.6666666666666667,1.1025311415597326,2,3662,3,321.8000000000000000,1.2124913057446240
2,4033,2,357.2500000000000000,1.1315265588382253,2,4033,3,243.8000000000000000,1.2427184225729409
2,4667,2,316.7500000000000000,1.0335206242737680,2,4667,3,415.6666666666666667,1.1061389608514098
2,5677,2,286.0000000000000000,1.4393495836054301,2,5677,3,378.8000000000000000,1.0359901045807207
2,6265,2,242.5000000000000000,1.3339999042353608,2,6265,3,330.0000000000000000,1.1897654312724303
2,6581,2,303.5000000000000000,1.0426223420567150,2,6581,3,352.5000000000000000,1.0393734175380794
2,6767,2,479.5000000000000000,1.1091786645632513,2,6767,3,342.8000000000000000,1.1530439219484452
2,7760,2,315.7500000000000000,1.2214693485157023,2,7760,3,268.0000000000000000,1.3564010232223433
2,7909,2,375.0000000000000000,1.1026594115037413,2,7909,3,320.4000000000000000,1.1230353021554245
2,8143,2,193.7500000000000000,1.2632646868707665,2,8143,3,370.8000000000000000,1.0860951971550216
2,9146,2,256.0000000000000000,1.4882316948224023,2,9146,3,202.0000000000000000,1.4738181659471634
2,9703,2,413.7500000000000000,1.0234926633457378,2,9703,3,269.0000000000000000,1.0763563748812379
2,10517,2,326.5000000000000000,1.0623310038233660,2,10517,3,199.0000000000000000,1.0651923053013568
2,10693,2,256.0000000000000000,1.0747276256805898,2,10693,3,393.2000000000000000,1.1516985689915437
2,10970,2,253.2500000000000000,1.5061267460740967,2,10970,3,340.4000000000000000,1.0994074414514424
2,11209,2,295.3333333333333333,1.3510851037628871,2,11209,3,261.4000000000000000,1.1141910839934009
2,11311,2,355.5000000000000000,1.0702621881112461,2,11311,3,273.4000000000000000,1.0251771323321434
2,12134,2,338.6666666666666667,1.2462460682018327,2,12134,3,252.2500000000000000,1.0207357058160674
2,12212,2,262.0000000000000000,1.1543261975454427,2,12212,3,320.7500000000000000,1.0039370547285643
2,12242,2,323.2500000000000000,1.2259258138574695,2,12242,3,475.2500000000000000,1.0644620927925113
2,12680,2,418.7500000000000000,1.0661937765153075,2,12680,3,256.8000000000000000,1.0325535948666628
2,12683,2,269.7500000000000000,1.0313453557906988,2,12683,3,372.4000000000000000,1.1576856618314098
2,13555,2,245.5000000000000000,1.0426292972136212,2,13555,3,330.2000000000000000,1.2457799404984555
2,14449,2,303.2500000000000000,1.0454665167508524,2,14449,3,295.0000000000000000,1.00224014146245084746
2,14953,2,263.0000000000000000,1.1756799097968745,2,14953,3,381.6666666666666667,1.1577149738348751
2,15469,2,349.2500000000000000,1.0630680435353185,2,15469,3,342.0000000000000000,1.0246212331325497
2,16205,2,334.5000000000000000,1.1782074458199970,2,16205,3,260.0000000000000000,1.4977925901132077
2,16319,2,264.2500000000000000,1.2466649071711447,2,16319,3,373.2500000000000000,1.0466638206193597
2,16637,2,404.5000000000000000,1.0514880916593152,2,16637,3,290.0000000000000000,1.1355591790950897
2,16801,2,376.3333333333333333,1.4187964136981825,2,16801,3,346.0000000000000000,1.1612408416203786
2,17833,2,318.7500000000000000,1.3350567869477459,2,17833,3,253.4000000000000000,1.3094104624290884
2,17876,2,405.0000000000000000,1.0196125811193654,2,17876,3,269.0000000000000000,1.0250251067017138
2,18566,2,380.5000000000000000,1.0345709530005151,2,18566,3,371.5000000000000000,1.1063846493321669
2,18907,2,208.6666666666666667,1.3057353987542732,2,18907,3,376.2000000000000000,1.0281127947465763
2,19081,2,404.7500000000000000,1.0604103741627276,2,19081,3,379.2000000000000000,1.1779910092148207
2,19477,2,227.2500000000000000,1.3652544006923608,2,19477,3,258.4000000000000000,1.3625715294003522
2,19487,2,218.6666666666666667,1.0213061970613216,2,19487,3,381.6000000000000000,1.0088019627029927
2,20828,2,288.6666666666666667,1.4412764713850681,2,20828,3,430.6000000000000000,1.0105380384611519
2,21587,2,442.6666666666666667,1.1197537288311393,2,21587,3,370.0000000000000000,1.0123867610656541
2,22448,2,315.2500000000000000,1.0763560944956669,2,22448,3,346.0000000000000000,1.0714769785519624
2,22568,2,299.5000000000000000,1.0103960434974290,2,22568,3,342.8000000000000000,1.0804722282976954
2,22675,2,342.5000000000000000,1.1976771403912818,2,22675,3,476.3333333333333333,1.0290797741577586
2,23348,2,289.0000000000000000,1.0192959592303702,2,23348,3,302.2500000000000000,1.1042011173683805
2,23408,2,447.0000000000000000,1.0614090757310336,2,23408,3,439.0000000000000000,1.0711028146155945
2,23528,2,292.0000000000000000,1.3167470499377363,2,23528,3,382.5000000000000000,1.0658301217923059
2,24283,2,334.0000000000000000,1.2452018660204012,2,24283,3,416.4000000000000000,1.0306575859015106
2,24317,2,237.2500000000000000,1.1768499839071401,2,24317,3,249.4000000000000000,1.1727671187523697
2,24527,2,474.5000000000000000,1.1072293749665016,2,24527,3,302.5000000000000000,1.5415631389641983
2,24842,2,273.2500000000000000,1.0270020600111253,2,24842,3,369.7500000000000000,1.1068620493331359
2,25595,2,310.0000000000000000,1.3308944048095548,2,25595,3,389.2000000000000000,1.1540781845757374
3,475,2,260.0000000000000000,1.1404867641369615,3,475,3,314.0000000000000000,1.0320584434099745
3,800,2,455.7500000000000000,1.0422871484243489,3,800,3,404.0000000000000000,1.0376351583721559
3,1549,2,400.0000000000000000,1.0742419808094150,3,1549,3,291.6000000000000000,1.0446555847309671
3,1745,2,340.3333333333333333,1.2966254645120979,3,1745,3,352.4000000000000000,1.0241340383144069
3,5795,2,307.5000000000000000,1.4328946353222894,3,5795,3,351.8000000000000000,1.0575305436090989
3,7151,2,361.0000000000000000,1.1417873502515900,3,7151,3,181.8000000000000000,1.1621882583311276
3,8785,2,293.5000000000000000,1.1455694286047802,3,8785,3,445.0000000000000000,1.00045059914931011236
3,8923,2,307.5000000000000000,1.0077960806974992,3,8923,3,338.6000000000000000,1.0498389139262286
3,10754,2,180.6666666666666667,1.2640342454881107,3,10754,3,430.7500000000000000,1.0555160075974301
3,11653,2,287.3333333333333333,1.2447060608002865,3,11653,3,403.2500000000000000,1.1314960335464898
3,12149,2,396.3333333333333333,1.0085394881397048,3,12149,3,423.2500000000000000,1.0342025451252877
3,12301,2,330.2500000000000000,1.1199578481982559,3,12301,3,278.2000000000000000,1.2092086378107369
3,13232,2,292.0000000000000000,1.2088248774273425,3,13232,3,340.2000000000000000,1.1111935370016020
3,13931,2,362.3333333333333333,1.1848072458831362,3,13931,3,349.5000000000000000,1.1408753055554220
3,14135,2,354.6666666666666667,1.0975447856484220,3,14135,3,313.4000000000000000,1.0420539224883248
3,14903,2,283.7500000000000000,1.2824655399423718,3,14903,3,370.8000000000000000,1.0652018197512460
3,15092,2,307.7500000000000000,1.2696801143474768,3,15092,3,199.0000000000000000,1.4239649113605779
3,16304,2,344.2500000000000000,1.0321239466228061,3,16304,3,394.2500000000000000,1.0214319250778618
3,16991,2,350.7500000000000000,1.0108414894179273,3,16991,3,267.2000000000000000,1.2129859952042552
3,17360,2,334.7500000000000000,1.0091234072104974,3,17360,3,373.0000000000000000,1.1798703944237105
3,17773,2,217.2500000000000000,1.0534811327274799,3,17773,3,274.6000000000000000,1.2074167212797924
3,17915,2,313.2500000000000000,1.2097386573916488,3,17915,3,336.0000000000000000,1.0404953732204286
3,17977,2,295.0000000000000000,1.0999603903273932,3,17977,3,289.8000000000000000,1.3376563443065873
3,18038,2,358.6666666666666667,1.1660887738190939,3,18038,3,291.0000000000000000,1.0163807561169210
3,18091,2,286.0000000000000000,1.1508614359521154,3,18091,3,227.4000000000000000,1.2586855156203210
3,18227,2,240.0000000000000000,1.1156504497045333,3,18227,3,381.6666666666666667,1.0483765818680227
3,18254,2,149.0000000000000000,1.7558770926998993,3,18254,3,379.2000000000000000,1.1849823352376450
3,18773,2,124.2500000000000000,1.3432749883681690,3,18773,3,351.8000000000000000,1.1567840579762536
3,19763,2,345.5000000000000000,1.1236924837023386,3,19763,3,403.4000000000000000,1.2199814792044075
3,20576,2,251.6666666666666667,1.0955964423112490,3,20576,3,255.4000000000000000,1.0972406355124158
3,20594,2,360.5000000000000000,1.3279092673045576,3,20594,3,321.8000000000000000,1.1083753958672281
3,20635,2,339.5000000000000000,1.1642733232826127,3,20635,3,284.0000000000000000,1.2038366269885915
3,21317,2,393.3333333333333333,1.2382225981333119,3,21317,3,373.0000000000000000,1.0865177015523244
3,21619,2,278.2500000000000000,1.2169175894882156,3,21619,3,321.0000000000000000,1.0109502266814330
3,23033,2,355.5000000000000000,1.0135785264454459,3,23033,3,368.8000000000000000,1.0074759459083568
3,23035,2,343.0000000000000000,1.4018443475418426,3,23035,3,325.7500000000000000,1.1966738807900230
3,23737,2,85.5000000000000000,1.05208996245720348772,3,23737,3,325.2000000000000000,1.1326165216934287
3,23833,2,215.5000000000000000,1.6262344116020974,3,23833,3,373.6000000000000000,1.0022769387233994
3,24950,2,380.0000000000000000,1.2206896012062500,3,24950,3,257.8000000000000000,1.0034386725766020
3,25015,2,385.2500000000000000,1.1081905769754004,3,25015,3,383.2000000000000000,1.0255332746176018
3,25016,2,383.5000000000000000,1.00092004272215123859,3,25016,3,352.2000000000000000,1.0100401424470528
4,601,2,268.5000000000000000,1.1173908521949385,4,601,3,278.4000000000000000,1.0716629591287967
4,725,2,192.3333333333333333,1.2262466982669359,4,725,3,168.7500000000000000,1.1490631161125333
4,1235,2,401.0000000000000000,1.0454113996395411,4,1235,3,348.6000000000000000,1.0589950687372748
4,2635,2,397.5000000000000000,1.0105246300573182,4,2635,3,419.4000000000000000,1.0373283588438579
4,2683,2,316.3333333333333333,1.3427953171328440,4,2683,3,276.2000000000000000,1.2454885025207096
4,3644,2,344.2500000000000000,1.1377370890551111,4,3644,3,187.0000000000000000,1.0566155700025401
4,6025,2,288.7500000000000000,1.0394279854967896,4,6025,3,316.2000000000000000,1.0756347742023814
4,6301,2,373.7500000000000000,1.0235396047640883,4,6301,3,458.6666666666666667,1.0094837755360792
4,6350,2,400.0000000000000000,1.0230123003496425,4,6350,3,386.2000000000000000,1.0902169941746090
4,7538,2,315.7500000000000000,1.0639236651385685,4,7538,3,245.2500000000000000,1.0424535091378104
4,7628,2,337.5000000000000000,1.1692296362934163,4,7628,3,319.8000000000000000,1.1547004537006410
4,8755,2,480.7500000000000000,1.0408211673623692,4,8755,3,214.0000000000000000,1.3062565703636215
4,9044,2,390.7500000000000000,1.1078276260388842,4,9044,3,375.4000000000000000,1.0344950879902744
4,11773,2,226.0000000000000000,1.0322608342096062,4,11773,3,189.0000000000000000,1.1481440843888148
4,13286,2,263.0000000000000000,1.3195669446652776,4,13286,3,303.0000000000000000,1.1242093584817162
4,15767,2,205.0000000000000000,1.3437408605447122,4,15767,3,308.5000000000000000,1.4240110517103793
4,16865,2,325.5000000000000000,1.3119646518246790,4,16865,3,376.7500000000000000,1.1263749852418792
4,17401,2,288.0000000000000000,1.2726251029968646,4,17401,3,312.0000000000000000,1.0042286087437115
4,18032,2,310.0000000000000000,1.2776175582087774,4,18032,3,342.8000000000000000,1.1327165941952013
4,18416,2,196.7500000000000000,1.2738046348034155,4,18416,3,392.5000000000000000,1.0517624129332764
4,18589,2,226.0000000000000000,1.1737318190999027,4,18589,3,361.6000000000000000,1.1380164368518888
4,18881,2,297.7500000000000000,1.2086866177079127,4,18881,3,335.0000000000000000,1.1578684681858597
4,19249,2,413.2500000000000000,1.0780290638585771,4,19249,3,301.2000000000000000,1.0660819298585093
4,19313,2,348.7500000000000000,1.0291666838952889,4,19313,3,314.4000000000000000,1.1509350384008333
4,19814,2,244.2500000000000000,1.0428335409251791,4,19814,3,274.6000000000000000,1.0153201836823307
4,19916,2,288.2500000000000000,1.4469710975542862,4,19916,3,290.8000000000000000,1.0987387328525413
4,19937,2,243.0000000000000000,1.1636173900892675,4,19937,3,245.2000000000000000,1.2624157526198573
4,20168,2,298.2500000000000000,1.0199493943319631,4,20168,3,415.6000000000000000,1.0618058908399278
4,20351,2,363.0000000000000000,1.0958890978205675,4,20351,3,407.2000000000000000,1.0175449441948060
4,21953,2,226.0000000000000000,1.3861780350993053,4,21953,3,272.5000000000000000,1.0920108632701872
4,22313,2,318.7500000000000000,1.0750684106877082,4,22313,3,276.6000000000000000,1.1481433387180730
4,24464,2,432.0000000000000000,1.0115025612488056,4,24464,3,318.7500000000000000,1.1864393338743655
4,25382,2,406.0000000000000000,1.2295994766445887,4,25382,3,259.6000000000000000,1.0247206495709669
5,440,2,344.0000000000000000,1.2671729143570407,5,440,3,185.2500000000000000,1.6003820170290364
5,871,2,384.7500000000000000,1.0641074338220741,5,871,3,337.6000000000000000,1.0298127401513744
5,1010,2,370.5000000000000000,1.0630064175377868,5,1010,3,197.8000000000000000,1.0783123252107786
5,1790,2,350.2500000000000000,1.1322621393155660,5,1790,3,338.2000000000000000,1.0265299690767711
5,3163,2,395.7500000000000000,1.1212626524725711,5,3163,3,324.8000000000000000,1.0752049692656989
5,3563,2,236.2500000000000000,1.0626917061710857,5,3563,3,404.5000000000000000,1.0845619088235649
5,3875,2,432.3333333333333333,1.1365438326319268,5,3875,3,384.7500000000000000,1.0702622949764600
5,4256,2,204.2500000000000000,1.0867369690521175,5,4256,3,190.6000000000000000,1.0640790193689087
5,4934,2,326.5000000000000000,1.0902303331337060,5,4934,3,244.8000000000000000,1.0502156242130433
5,4985,2,443.5000000000000000,1.0324228476202818,5,4985,3,302.4000000000000000,1.1700102771039550
5,5105,2,348.2500000000000000,1.0853774403656798,5,5105,3,224.0000000000000000,1.0145721583706205
5,5749,2,383.5000000000000000,1.0151992432652464,5,5749,3,167.5000000000000000,1.2449681897225134
5,5936,2,295.7500000000000000,1.0203276735703601,5,5936,3,349.6000000000000000,1.0301149074022454
5,6125,2,269.0000000000000000,1.1748035357708327,5,6125,3,284.0000000000000000,1.1539603241345211
5,6217,2,413.6666666666666667,1.0114388414881160,5,6217,3,319.2000000000000000,1.0034442080049342
5,7331,2,371.0000000000000000,1.1435625651826873,5,7331,3,410.8000000000000000,1.0066915989208130
5,7349,2,184.5000000000000000,1.0884956908530081,5,7349,3,263.4000000000000000,1.1403642221180296
5,8053,2,250.2500000000000000,1.2222171969139780,5,8053,3,232.2000000000000000,1.0186637318111800
5,8437,2,81.2500000000000000,1.00794790260160488123,5,8437,3,315.4000000000000000,1.1275817487141281
5,8719,2,289.5000000000000000,1.0073157191196062,5,8719,3,315.0000000000000000,1.0831958166105968
5,9197,2,247.7500000000000000,1.3476955568812916,5,9197,3,345.0000000000000000,1.0365652651108261
5,10075,2,317.2500000000000000,1.0314134194327281,5,10075,3,282.6000000000000000,1.3341151957707820
5,10244,2,336.3333333333333333,1.0205899090097572,5,10244,3,370.4000000000000000,1.2248878729702322
5,10405,2,262.2500000000000000,1.3175665832193060,5,10405,3,408.0000000000000000,1.0968367745049608
5,11395,2,265.7500000000000000,1.4670987736250461,5,11395,3,318.2000000000000000,1.1702400381284412
5,11405,2,389.0000000000000000,1.0246013976185835,5,11405,3,352.0000000000000000,1.0867557259661023
5,13621,2,301.2500000000000000,1.0512689774402224,5,13621,3,308.0000000000000000,1.2193665838923539
5,14258,2,246.2500000000000000,1.0125358541057137,5,14258,3,153.0000000000000000,1.0809141553179150
5,15233,2,385.2500000000000000,1.0148476424834134,5,15233,3,321.7500000000000000,1.0665670918144740
5,15332,2,419.2500000000000000,1.0567167512336386,5,15332,3,210.0000000000000000,1.3207269694721762
5,16052,2,269.2500000000000000,1.0642310430463770,5,16052,3,221.6000000000000000,1.2236258594215884
5,16891,2,436.3333333333333333,1.0059975468403201,5,16891,3,281.8000000000000000,1.1397506183894180
5,17186,2,437.6666666666666667,1.0105374786735377,5,17186,3,391.0000000000000000,1.3488787825266164
5,17413,2,338.0000000000000000,1.0083593743547811,5,17413,3,289.0000000000000000,1.2327350811195952
5,17597,2,332.2500000000000000,1.3030197270218059,5,17597,3,125.2500000000000000,1.1776086240058922
5,18164,2,457.3333333333333333,1.0185757704049810,5,18164,3,351.4000000000000000,1.0889142928744508
5,19387,2,446.6666666666666667,1.0787823882975470,5,19387,3,326.0000000000000000,1.1030838626570951
5,19697,2,281.2500000000000000,1.0512560858443058,5,19697,3,338.6000000000000000,1.0558802372457856
5,19703,2,392.5000000000000000,1.0998709688195159,5,19703,3,216.2000000000000000,1.8151331059687142
5,19789,2,345.5000000000000000,1.2370214812059363,5,19789,3,360.7500000000000000,1.0029757635455385
5,20519,2,291.7500000000000000,1.1066447962252511,5,20519,3,339.8000000000000000,1.0604158147176692
5,21611,2,320.7500000000000000,1.3317436704663445,5,21611,3,292.7500000000000000,1.0043642519407242
5,21998,2,233.5000000000000000,1.1740543505710278,5,21998,3,288.2000000000000000,1.1951008906038827
5,22298,2,284.2500000000000000,1.1817347319279015,5,22298,3,212.7500000000000000,1.4101390517025288
5,22466,2,269.0000000000000000,1.2176031220607138,5,22466,3,403.2000000000000000,1.0164678739321478
5,23645,2,64.6666666666666667,1.53446431062656922601,5,23645,3,342.0000000000000000,1.0871138980522368
5,24056,2,419.5000000000000000,1.0055008774151752,5,24056,3,315.7500000000000000,1.0354288697707300
5,24389,2,382.6666666666666667,1.0876240483217012,5,24389,3,298.2500000000000000,1.5324106703614786
5,25465,2,388.7500000000000000,1.1576903578406096,5,25465,3,324.6000000000000000,1.0084403320309519
5,25652,2,355.5000000000000000,1.0218174627312321,5,25652,3,339.0000000000000000,1.2088998004275015
5,25859,2,287.6666666666666667,1.4117252882542248,5,25859,3,292.2000000000000000,1.1198299208277687
