ca_county,d_year,web_q1_q2_increase,store_q1_q2_increase,web_q2_q3_increase,store_q2_q3_increase
Alameda County,1999,1.9520026786957244,0.70292722292749433229,2.3149063710262414,1.3923031924140154
Kingman County,1999,1.6612933754183493,1.1543972378204209,0.62776982119759044569,0.57419909618164187570
Orange County,1999,1.4987398607083761,1.0771369210038021,2.4273381420685192,1.7434395872404767
Thomas County,1999,1.7241909782250842,0.91801110667448268441,2.1672164883273873,1.9220924309542245
Baxter County,1999,2.4079626983155751,1.3923493560203166,1.9951423603508278,0.75266845273458955935
Canyon County,1999,0.92735031902985330244,0.88442999064581715545,2.0879485937865321,0.51212237164000259816
Laurel County,1999,1.1803522359000900,0.72664179589663253902,4.2419647715750614,2.4298845524650514
Heard County,1999,1.8611429296223249,0.58085896637970865014,3.0145334473953948,2.6021127498140936
Montcalm County,1999,2.1235292704641027,1.6762768445014397,2.8067648561182233,1.2859173049851093
Aitkin County,1999,1.44976392118380726867,0.39233428072167788421,2.1014785531319012,1.6288536743594687
Linn County,1999,1.3212916835592094,1.1879246267808380,1.4293511207751010,1.3139596614672165
Prince William County,1999,4.0066458241991710,0.41665240971136896427,4.3657580887452267,3.8324821443635239
Coal County,1999,1.2185818996299041,0.81552965957043530187,4.6152095923723304,4.1002846138875708
Marshall County,1999,1.5532076927472445,0.58971047420015609426,2.3886077980863717,2.2385456221018838
Rockwall County,1999,1.9818438079778421,1.2851947021143748,2.5487579909682088,1.4002940589186738
Guadalupe County,1999,2.0785528908349920,2.0150700350655696,2.6082886349516140,1.6996975750667621
Monroe County,1999,1.5305146887958839,0.93305618134501436531,1.5993486986884942,1.5960938996956642
Renville County,1999,1.8394254998617865,0.77740195191760431165,4.9967772025823882,1.3974739439341569
Medina County,1999,3.1310723958437651,1.7760450920917173,0.94292071274323769403,0.47647547472899768903
Cleveland County,1999,0.96760973893816427548,0.43548149137847313881,4.6185637607843326,2.4320121642784034
Washita County,1999,2.8584920764771877,0.96504678800034377141,0.61488470043085429431,0.59759000705173057225
Duchesne County,1999,0.94707812662832889638,0.94348241691739924699,3.7168601368827569,0.79548858307039468525
Baker County,1999,0.89586407864170340332,0.75828577889959767606,2.0058224151116931,1.8643257503806762
Barber County,1999,0.50293576061711921141,0.39715857461116281013,8.5922752718615276,1.3515823123152175
Allen County,1999,1.5067980777388932,1.4215706802385814,1.6984355952200565,1.4524380050116157
Kimble County,1999,1.04665313162193166078,0.43085170867064480933,3.9746233321298807,3.1628609815789383
Cooke County,1999,1.3908055115946120,0.94092490009661405189,1.2385409156315692,1.1438553902850689
Lewis and Clark County,1999,2.2972875607992629,2.2697916590708152,1.1575870743984947,1.00023509463901486633
Allegheny County,1999,0.96400589869391362712,0.48257393061631377373,5.4505899215019980,1.8486408874713356
Wilson County,1999,1.7663096487055425,1.3810281207959843,1.6227640579940636,1.4131494045259627
Baltimore County,1999,0.63870772118487558414,0.55083691993202589686,2.0681059705345548,0.93590967416236752324
Marion County,1999,1.0150711150635785,1.0090818246855819,2.1932635268656327,2.1237224495975283
Windham County,1999,1.6361741309154662,0.43808735363653603063,3.5589822191417857,1.4490112702716583
Crockett County,1999,5.0208308845861986,1.4555676753923799,2.1648804812737078,1.5515302574870231
Sullivan County,1999,1.4371081824843242,0.78517609113384099630,2.1092476612833917,1.6889608599609847
Rio Blanco County,1999,1.3316893572186742,0.38949020012854489959,4.2810137345395817,3.7647899671601830
Grand County,1999,3.6493620714054311,1.3650776702767580,1.5681411391441597,1.4949876689211690
Coffey County,1999,2.1537580899568977,0.76692962906944442577,1.8960337909088905,1.1812858887580636
Cheshire County,1999,1.2958675444902695,1.2489410508509975,2.5722584309086193,1.6665573262162372
Ramsey County,1999,2.9040991674869451,1.9591321164104496,2.4282653546392941,1.2481825131872487
Henrico County,1999,3.1941221629736953,2.9456802400755976,1.6605477300631299,0.56841745434629517412
Iowa County,1999,2.0536452402514144,0.38552351876688414747,1.8584164906220783,1.8529964658440468
Maricopa County,1999,1.3905933650361070,0.48391160963109789177,2.2783836945237397,2.0050814390053740
Sarasota County,1999,3.5808159360204107,0.71449590610574140961,1.8957365063357741,1.6704110542223422
Butler County,1999,0.92050280211605728924,0.79940126544296988808,3.2003770613131545,1.8684411565633403
Ouachita County,1999,7.9473803257353171,1.7152712133567174,1.6237121843257062,1.4274848277869769
Wood County,1999,1.2335416065818230,0.57316392984511859609,2.7605469572067172,1.7345855832648662
Hutchinson County,1999,1.00273702897674762701,0.50415009584143198778,3.5067928202737492,2.6520358878394071
Lamar County,1999,1.2033114853373354,0.66326186370365142149,3.4602937054740977,3.0625923096493826
Schuyler County,1999,0.90082746543182122577,0.86468263355790384836,2.4328249050544783,1.7197172201176616
Valdez-Cordova Census Area,1999,1.9326030550273388,0.52976907028564436808,2.2467613294675343,1.0465680803249379
Emmons County,1999,2.4371372441990086,1.0677143561853370,3.2421979290950385,1.0988626512396487
Berkshire County,1999,2.2606875829909621,0.58907561387027127192,3.1179459995206818,1.4731141574176225
Kent County,1999,3.2603117331900745,1.1109312239549047,3.9366865444252429,2.7843251274902895
Delaware County,1999,2.7438348433501625,1.0085068490872594,1.7396760546211807,1.7157662833455281
Grundy County,1999,1.4764083154163507,0.79287181547797872980,1.9288253378374713,1.5166171812801712
Baylor County,1999,0.83043693662542669371,0.68575930516542701016,2.0587920098947995,1.8821123537608701
Alleghany County,1999,1.2204863253736491,1.0990429393773853,2.7711162497571516,1.7461102304222607
Bates County,1999,2.0317799117396893,1.1392058121217152,1.9577256720259913,1.3933416666788785
Independence County,1999,1.5175831123501095,1.06061827172137062700,2.9135015814408299,2.6831452655667834
Union County,1999,0.90705077726732655682,0.75158717678072952678,3.5218956426922175,1.8865782265026181
Coos County,1999,2.8935714860351790,0.93416573691447571876,2.5183218353903607,2.1832202684542122
Clark County,1999,1.5400160497595212,0.69006450738802770381,2.3183415196287686,1.8209804017158246
Dickey County,1999,2.2268869631284852,0.85075274228809447210,1.4506638796908597,1.4194854095151565
Buena Vista County,1999,1.1287145271725269,0.78811399098797154880,1.5703041277169532,1.2963849183801483
Hudson County,1999,3.4318217418546366,3.1774136730928999,1.9118646037023398,1.4673604624624407
Beckham County,1999,1.3100651662913670,0.98317493005619074388,4.5000259240673070,1.5634613484115601
Casey County,1999,0.86619627905649881373,0.62103127144024993477,2.8235134289525252,0.41310714034335308079
McDuffie County,1999,2.0928149024150807,1.3210466111886540,1.9622473149181198,1.3303121974203241
Chelan County,1999,0.94370840321060142940,0.88269371951037290913,1.8142980676553553,1.1506820105442420
Pottawatomie County,1999,1.4866743302380897,1.2497521758280472,1.05549856838827333670,0.94375365500746578006
San Joaquin County,1999,5.0963574429700667,4.7182759176994567,0.46056589778254424606,0.20265425406930909592
Accomack County,1999,1.3491973611458262,0.46673176189750213445,4.7372171230886483,2.7619139683937508
Blue Earth County,1999,1.5504898720190791,0.33694000291702957347,6.1599344688394359,3.8778807288124312
Jeff Davis County,1999,1.4182887266828873,0.97413595830756005142,1.7308009122162089,1.6128122287063498
Iroquois County,1999,1.7310875012822579,0.94194832095876843722,1.2894742366903337,1.01006482229825313885
McHenry County,1999,0.83171607220803178392,0.83016268531364947337,3.1543065107599247,1.2345776627202283
Beaufort County,1999,1.5030879657350324,1.1504902591001479,7.2302761963285056,2.1817060539560821
Cherokee County,1999,1.2803470943098966,0.94891708666535776858,3.3451946531944770,1.4429300841474571
Nassau County,1999,1.2230289941172129,1.0867169338533110,3.4230414903036782,2.6145849291079039
Virginia Beach city,1999,1.3325011022523650,1.0900944581198254,2.6867060005218665,1.7164754895753175
Gilmer County,1999,3.0019477202308487,0.94973321872299470937,1.2596833801560245,0.98536702556438554682
Fayette County,1999,1.9780038271829046,1.1657516706711874,1.9308731846214313,1.2417416468636638
Madison County,1999,1.1671998768813122,1.0292279737161506,1.7009873946965160,1.6456682965816799
McCone County,1999,1.9531829270854550,1.0919131465077622,8.7042090180952987,2.2326431065293845
Hickman County,1999,1.9383962208175591,1.8712774797672396,1.3576570403229133,0.55284519369114067414
Montrose County,1999,0.97833987549359572383,0.79529269824388170101,4.2043955490358123,2.9056369314868247
Barrow County,1999,0.45632053178626293312,0.43390721403785692232,9.0952902836128998,1.2298657304007674
Barry County,1999,2.9319474232519484,0.73684635834754159982,1.8615819171621617,1.6682531438184113
Baldwin County,1999,1.4520586535205067,1.02450884873226180757,1.0877262473268357,1.01786236081206103015
Caldwell County,1999,1.9397476856168593,1.4570325078353003,2.6565280874167621,1.6867381440345490
Harlan County,1999,2.3550779608766894,1.9073169089788388,2.1560830989683149,0.64127837613766505450
Harford County,1999,0.31612085405856348051,0.21846705248768158529,12.4047209219428570,3.2728290399469011
Kosciusko County,1999,2.7492574451467544,1.5640245370710238,1.2985910638948748,0.94212632523402424834
Pike County,1999,2.8566130087991664,0.85623341474696735683,1.5428743674445364,1.4527270413130576
Newport County,1999,1.4732033199912470,0.92254130195815263227,3.6619096674403162,1.2805731160595546
Clay County,1999,1.1279154474399394,1.0867874110436058,2.2649091377073179,1.4836609652761649
Matanuska-Susitna Borough,1999,1.2395463300711610,0.74099276986279016118,3.8455441412543514,2.3460625674217907
Colfax County,1999,1.5695796456051231,1.2164240627872349,3.4626171000272376,1.5968721435401344
Scott County,1999,1.1663341322157622,0.91290852882077461052,2.3214859381980893,1.8649348126006535
Talbot County,1999,1.2858525214473968,0.81412639386193966691,1.4258553943256001,0.68591900070056035406
Sumter County,1999,0.97178077120107209961,0.85316847977129909476,4.3858046459498159,1.9810373614297800
Mono County,1999,1.6261935757735813,0.61296046620389534409,3.7893977680167081,3.1810271386772108
